person_id,person_type,activity_id,context,role,years_involved,recognition_level
L2023-10018,Alum,ACT-12,High School,Member,4,None
L2023-10018,Alum,ACT-03,High School,Officer,4,None
L2023-10018,Alum,ACT-25,High School,Member,2,School
L2023-10018,Alum,ACT-15,Undergraduate,Member,4,None
L2023-10018,Alum,ACT-18,Undergraduate,Member,3,Regional
L2023-10018,Alum,ACT-23,Undergraduate,Member,1,State
L2024-10019,Alum,ACT-23,High School,Member,3,None
L2024-10019,Alum,ACT-06,High School,Member,3,State
L2024-10019,Alum,ACT-29,High School,Member,1,None
L2024-10019,Alum,ACT-22,High School,Captain,3,School
L2024-10019,Alum,ACT-12,Undergraduate,Member,3,Regional
L2025-10020,Alum,ACT-23,High School,Member,2,None
L2025-10020,Alum,ACT-31,High School,Member,1,None
L2025-10020,Alum,ACT-15,High School,Officer,4,None
L2025-10020,Alum,ACT-22,High School,Founder,4,School
L2025-10020,Alum,ACT-16,High School,Officer,1,None
L2025-10020,Alum,ACT-18,High School,Member,4,School
L2025-10020,Alum,ACT-15,Undergraduate,Member,3,None
L2019-10021,Alum,ACT-12,High School,Member,3,School
L2019-10021,Alum,ACT-04,High School,Captain,4,None
L2019-10021,Alum,ACT-08,High School,Member,1,None
L2019-10021,Alum,ACT-29,High School,Member,1,State
L2019-10021,Alum,ACT-17,High School,Member,2,None
L2019-10021,Alum,ACT-16,High School,Captain,2,None
L2019-10021,Alum,ACT-24,Undergraduate,Member,2,None
L2020-10022,Alum,ACT-15,High School,Officer,1,School
L2020-10022,Alum,ACT-08,High School,Member,2,None
L2020-10022,Alum,ACT-12,High School,Member,1,School
L2020-10022,Alum,ACT-06,High School,Member,2,None
L2020-10022,Alum,ACT-03,High School,Captain,3,None
L2020-10022,Alum,ACT-04,High School,Officer,3,National
L2020-10022,Alum,ACT-12,Undergraduate,President,2,None
L2020-10022,Alum,ACT-23,Undergraduate,Member,4,None
L2020-10022,Alum,ACT-31,Undergraduate,Member,4,School
L2021-10023,Alum,ACT-12,High School,Member,3,None
L2021-10023,Alum,ACT-04,High School,Member,3,Regional
L2021-10023,Alum,ACT-24,High School,Member,4,School
L2021-10023,Alum,ACT-23,High School,Captain,4,None
L2021-10023,Alum,ACT-03,High School,Officer,1,None
L2021-10023,Alum,ACT-08,Undergraduate,Founder,4,State
L2022-10024,Alum,ACT-19,High School,Captain,1,State
L2022-10024,Alum,ACT-13,High School,Member,1,School
L2022-10024,Alum,ACT-08,High School,Member,4,None
L2022-10024,Alum,ACT-15,High School,Captain,4,None
L2022-10024,Alum,ACT-01,High School,Member,1,None
L2022-10024,Alum,ACT-15,Undergraduate,Member,2,School
L2023-10025,Alum,ACT-01,High School,Officer,1,State
L2023-10025,Alum,ACT-26,High School,Member,2,State
L2023-10025,Alum,ACT-09,High School,Officer,1,None
L2023-10025,Alum,ACT-12,High School,Member,4,School
L2023-10025,Alum,ACT-25,High School,Member,1,None
L2023-10025,Alum,ACT-13,Undergraduate,Member,1,Regional
L2024-10026,Alum,ACT-22,High School,Captain,2,Regional
L2024-10026,Alum,ACT-12,High School,Member,3,None
L2024-10026,Alum,ACT-25,High School,Member,3,None
L2024-10026,Alum,ACT-09,High School,Captain,1,School
L2024-10026,Alum,ACT-27,Undergraduate,Founder,1,Regional
L2024-10026,Alum,ACT-15,Undergraduate,Member,3,None
L2025-10027,Alum,ACT-06,High School,Member,1,None
L2025-10027,Alum,ACT-25,High School,Officer,4,National
L2025-10027,Alum,ACT-12,High School,Officer,2,Regional
L2025-10027,Alum,ACT-23,Undergraduate,Member,4,None
L2019-10028,Alum,ACT-05,High School,Member,3,School
L2019-10028,Alum,ACT-19,High School,Officer,4,None
L2019-10028,Alum,ACT-23,High School,Officer,3,None
L2019-10028,Alum,ACT-23,Undergraduate,Officer,4,None
L2019-10028,Alum,ACT-15,Undergraduate,Officer,4,None
L2019-10028,Alum,ACT-06,Undergraduate,Member,1,None
L2020-10029,Alum,ACT-12,High School,Member,3,School
L2020-10029,Alum,ACT-23,High School,Member,3,Regional
L2020-10029,Alum,ACT-01,High School,Member,3,None
L2020-10029,Alum,ACT-06,High School,Member,2,Regional
L2020-10029,Alum,ACT-13,High School,Member,1,State
L2020-10029,Alum,ACT-06,Undergraduate,Member,4,State
L2021-10030,Alum,ACT-23,High School,Member,3,None
L2021-10030,Alum,ACT-20,High School,Member,4,None
L2021-10030,Alum,ACT-12,High School,Member,2,None
L2021-10030,Alum,ACT-15,High School,Founder,3,School
L2021-10030,Alum,ACT-12,Undergraduate,Member,2,None
L2021-10030,Alum,ACT-15,Undergraduate,President,1,Regional
L2021-10030,Alum,ACT-30,Undergraduate,Member,4,None
L2022-10031,Alum,ACT-12,High School,Member,3,None
L2022-10031,Alum,ACT-23,High School,Captain,2,School
L2022-10031,Alum,ACT-05,High School,Member,4,School
L2022-10031,Alum,ACT-07,High School,Captain,2,None
L2022-10031,Alum,ACT-31,High School,Member,1,None
L2022-10031,Alum,ACT-21,Undergraduate,Member,4,None
L2022-10031,Alum,ACT-45,Undergraduate,Member,4,None
L2023-10032,Alum,ACT-12,High School,Member,1,School
L2023-10032,Alum,ACT-15,High School,Captain,2,None
L2023-10032,Alum,ACT-23,High School,Member,4,None
L2023-10032,Alum,ACT-23,Undergraduate,Founder,3,School
L2023-10032,Alum,ACT-19,Undergraduate,Member,3,None
L2023-10032,Alum,ACT-12,Undergraduate,Member,2,None
L2024-10033,Alum,ACT-20,High School,Member,1,None
L2024-10033,Alum,ACT-26,High School,Member,4,None
L2024-10033,Alum,ACT-03,High School,Member,3,Regional
L2024-10033,Alum,ACT-13,High School,Member,2,None
L2024-10033,Alum,ACT-08,High School,Member,2,None
L2024-10033,Alum,ACT-15,Undergraduate,Captain,2,None
L2025-10034,Alum,ACT-13,High School,Member,2,None
L2025-10034,Alum,ACT-21,High School,Member,1,None
L2025-10034,Alum,ACT-20,High School,Captain,1,State
L2025-10034,Alum,ACT-19,High School,Member,2,None
L2025-10034,Alum,ACT-12,High School,Member,3,State
L2025-10034,Alum,ACT-23,Undergraduate,Member,2,School
L2019-10035,Alum,ACT-04,High School,Member,4,State
L2019-10035,Alum,ACT-23,High School,Member,2,Regional
L2019-10035,Alum,ACT-09,High School,Member,2,None
L2019-10035,Alum,ACT-05,High School,Member,2,None
L2019-10035,Alum,ACT-01,High School,Officer,3,None
L2019-10035,Alum,ACT-01,Undergraduate,Member,2,State
L2019-10035,Alum,ACT-23,Undergraduate,Member,1,School
L2019-10035,Alum,ACT-14,Undergraduate,Member,3,State
L2020-10036,Alum,ACT-22,High School,Member,3,School
L2020-10036,Alum,ACT-25,High School,Member,2,School
L2020-10036,Alum,ACT-17,High School,Captain,2,None
L2020-10036,Alum,ACT-21,High School,Member,4,None
L2020-10036,Alum,ACT-15,High School,Member,4,State
L2020-10036,Alum,ACT-01,High School,Captain,2,None
L2020-10036,Alum,ACT-01,Undergraduate,Member,2,None
L2020-10036,Alum,ACT-12,Undergraduate,Member,4,School
L2021-10037,Alum,ACT-06,High School,President,2,None
L2021-10037,Alum,ACT-13,High School,President,3,School
L2021-10037,Alum,ACT-09,High School,Officer,4,School
L2021-10037,Alum,ACT-07,Undergraduate,Officer,2,None
L2021-10037,Alum,ACT-01,Undergraduate,Captain,1,None
L2022-10038,Alum,ACT-12,High School,Officer,1,School
L2022-10038,Alum,ACT-02,High School,Member,4,School
L2022-10038,Alum,ACT-30,High School,Member,4,None
L2022-10038,Alum,ACT-01,Undergraduate,Member,4,None
L2022-10038,Alum,ACT-15,Undergraduate,President,2,None
L2022-10038,Alum,ACT-10,Undergraduate,Member,3,Regional
L2023-10039,Alum,ACT-12,High School,Captain,3,School
L2023-10039,Alum,ACT-17,High School,Member,4,None
L2023-10039,Alum,ACT-06,High School,Officer,1,None
L2023-10039,Alum,ACT-31,High School,Officer,2,None
L2023-10039,Alum,ACT-23,Undergraduate,Member,4,National
L2023-10039,Alum,ACT-15,Undergraduate,Member,3,State
L2023-10039,Alum,ACT-01,Undergraduate,Member,4,National
L2024-10040,Alum,ACT-11,High School,Member,1,Regional
L2024-10040,Alum,ACT-10,High School,Member,1,None
L2024-10040,Alum,ACT-12,High School,Member,2,Regional
L2024-10040,Alum,ACT-14,High School,Member,3,None
L2024-10040,Alum,ACT-31,High School,Member,1,Regional
L2024-10040,Alum,ACT-19,Undergraduate,President,4,None
L2024-10040,Alum,ACT-23,Undergraduate,Member,3,None
L2025-10041,Alum,ACT-25,High School,Member,4,School
L2025-10041,Alum,ACT-15,High School,Member,3,Regional
L2025-10041,Alum,ACT-04,High School,Member,2,None
L2025-10041,Alum,ACT-23,High School,Member,3,None
L2025-10041,Alum,ACT-12,Undergraduate,President,1,None
L2019-10042,Alum,ACT-15,High School,Member,1,School
L2019-10042,Alum,ACT-12,High School,Member,4,None
L2019-10042,Alum,ACT-06,High School,Member,1,Regional
L2019-10042,Alum,ACT-20,High School,Member,4,National
L2019-10042,Alum,ACT-10,High School,Member,3,None
L2019-10042,Alum,ACT-19,High School,Captain,4,None
L2019-10042,Alum,ACT-12,Undergraduate,Officer,4,School
L2019-10042,Alum,ACT-21,Undergraduate,Member,4,None
L2020-10043,Alum,ACT-12,High School,Officer,2,Regional
L2020-10043,Alum,ACT-13,High School,Member,2,Regional
L2020-10043,Alum,ACT-15,High School,Member,2,None
L2020-10043,Alum,ACT-26,High School,Captain,3,Regional
L2020-10043,Alum,ACT-26,Undergraduate,Member,3,State
L2021-10044,Alum,ACT-24,High School,Member,2,School
L2021-10044,Alum,ACT-14,High School,Member,2,None
L2021-10044,Alum,ACT-12,High School,Member,2,State
L2021-10044,Alum,ACT-11,Undergraduate,Member,1,None
L2021-10044,Alum,ACT-07,Undergraduate,Member,3,None
L2021-10044,Alum,ACT-21,Undergraduate,Officer,4,School
L2022-10045,Alum,ACT-15,High School,Officer,1,None
L2022-10045,Alum,ACT-05,High School,Member,2,School
L2022-10045,Alum,ACT-12,High School,Officer,3,School
L2022-10045,Alum,ACT-30,High School,President,2,None
L2022-10045,Alum,ACT-30,Undergraduate,President,2,State
L2022-10045,Alum,ACT-26,Undergraduate,Officer,2,Regional
L2022-10045,Alum,ACT-07,Undergraduate,Member,3,None
L2023-10046,Alum,ACT-21,High School,Officer,4,None
L2023-10046,Alum,ACT-14,High School,Member,3,School
L2023-10046,Alum,ACT-06,High School,Member,2,None
L2023-10046,Alum,ACT-02,Undergraduate,Member,1,School
L2023-10046,Alum,ACT-01,Undergraduate,Member,3,None
L2023-10046,Alum,ACT-12,Undergraduate,Member,3,School
L2024-10047,Alum,ACT-31,High School,Captain,3,Regional
L2024-10047,Alum,ACT-15,High School,Captain,1,School
L2024-10047,Alum,ACT-05,High School,Member,1,None
L2024-10047,Alum,ACT-18,High School,Officer,1,None
L2024-10047,Alum,ACT-12,Undergraduate,Member,1,School
L2025-10048,Alum,ACT-21,High School,Member,1,None
L2025-10048,Alum,ACT-16,High School,Member,4,Regional
L2025-10048,Alum,ACT-15,High School,Member,3,Regional
L2025-10048,Alum,ACT-07,Undergraduate,Member,3,None
L2025-10048,Alum,ACT-08,Undergraduate,Member,3,Regional
L2025-10048,Alum,ACT-23,Undergraduate,Member,4,School
L2019-10049,Alum,ACT-29,High School,Member,2,None
L2019-10049,Alum,ACT-12,High School,Member,1,School
L2019-10049,Alum,ACT-08,High School,Member,2,None
L2019-10049,Alum,ACT-23,High School,Officer,2,None
L2019-10049,Alum,ACT-15,Undergraduate,President,1,School
L2019-10049,Alum,ACT-20,Undergraduate,Member,1,School
L2019-10049,Alum,ACT-08,Undergraduate,Officer,3,None
L2020-10050,Alum,ACT-08,High School,Captain,1,Regional
L2020-10050,Alum,ACT-05,High School,Member,2,Regional
L2020-10050,Alum,ACT-11,High School,Officer,1,School
L2020-10050,Alum,ACT-23,High School,Founder,2,None
L2020-10050,Alum,ACT-23,Undergraduate,Member,1,Regional
L2021-10051,Alum,ACT-04,High School,Member,3,None
L2021-10051,Alum,ACT-23,High School,Member,4,None
L2021-10051,Alum,ACT-08,High School,Member,4,None
L2021-10051,Alum,ACT-07,High School,Officer,1,State
L2021-10051,Alum,ACT-05,High School,Member,3,None
L2021-10051,Alum,ACT-12,High School,Member,4,School
L2021-10051,Alum,ACT-14,Undergraduate,Member,2,None
L2021-10051,Alum,ACT-04,Undergraduate,Member,4,None
L2022-10052,Alum,ACT-12,High School,Member,1,None
L2022-10052,Alum,ACT-21,High School,Member,2,None
L2022-10052,Alum,ACT-19,High School,Member,1,School
L2022-10052,Alum,ACT-08,High School,Member,4,State
L2022-10052,Alum,ACT-23,High School,Member,4,None
L2022-10052,Alum,ACT-01,Undergraduate,Founder,1,None
L2023-10053,Alum,ACT-06,High School,Founder,1,Regional
L2023-10053,Alum,ACT-17,High School,President,1,None
L2023-10053,Alum,ACT-02,High School,Officer,1,School
L2023-10053,Alum,ACT-25,High School,Officer,1,None
L2023-10053,Alum,ACT-13,High School,Member,2,National
L2023-10053,Alum,ACT-21,Undergraduate,Officer,2,None
L2024-10054,Alum,ACT-02,High School,Member,2,School
L2024-10054,Alum,ACT-23,High School,Officer,1,None
L2024-10054,Alum,ACT-12,High School,Member,1,None
L2024-10054,Alum,ACT-15,High School,Officer,2,National
L2024-10054,Alum,ACT-06,Undergraduate,Founder,1,State
L2024-10054,Alum,ACT-12,Undergraduate,Member,1,None
L2025-10055,Alum,ACT-29,High School,Member,4,None
L2025-10055,Alum,ACT-12,High School,Officer,3,None
L2025-10055,Alum,ACT-21,High School,Member,1,School
L2025-10055,Alum,ACT-26,High School,Captain,3,School
L2025-10055,Alum,ACT-08,Undergraduate,Founder,1,School
L2025-10055,Alum,ACT-45,Undergraduate,Member,3,None
L2019-10056,Alum,ACT-12,High School,Officer,3,None
L2019-10056,Alum,ACT-05,High School,Member,4,School
L2019-10056,Alum,ACT-27,High School,Member,4,National
L2019-10056,Alum,ACT-17,High School,Member,4,School
L2019-10056,Alum,ACT-21,Undergraduate,Member,4,State
L2020-10057,Alum,ACT-02,High School,Officer,3,School
L2020-10057,Alum,ACT-08,High School,Member,2,None
L2020-10057,Alum,ACT-28,High School,Member,1,None
L2020-10057,Alum,ACT-29,High School,Member,4,School
L2020-10057,Alum,ACT-02,Undergraduate,President,4,None
L2020-10057,Alum,ACT-06,Undergraduate,Member,4,School
L2020-10057,Alum,ACT-39,Undergraduate,Member,3,None
L2021-10058,Alum,ACT-16,High School,Member,3,Regional
L2021-10058,Alum,ACT-12,High School,Officer,2,None
L2021-10058,Alum,ACT-17,High School,Captain,4,School
L2021-10058,Alum,ACT-04,High School,Member,3,School
L2021-10058,Alum,ACT-23,Undergraduate,Member,3,None
L2021-10058,Alum,ACT-03,Undergraduate,Member,3,None
L2021-10058,Alum,ACT-21,Undergraduate,Member,4,National
L2022-10059,Alum,ACT-04,High School,Member,2,None
L2022-10059,Alum,ACT-12,High School,Officer,2,None
L2022-10059,Alum,ACT-21,High School,Captain,2,None
L2022-10059,Alum,ACT-20,High School,Member,2,None
L2022-10059,Alum,ACT-18,High School,Officer,2,None
L2022-10059,Alum,ACT-08,Undergraduate,Member,3,None
L2022-10059,Alum,ACT-12,Undergraduate,Member,3,School
L2023-10060,Alum,ACT-11,High School,Captain,2,School
L2023-10060,Alum,ACT-13,High School,Founder,3,Regional
L2023-10060,Alum,ACT-12,High School,Member,3,School
L2023-10060,Alum,ACT-31,High School,Member,4,None
L2023-10060,Alum,ACT-07,High School,Officer,4,None
L2023-10060,Alum,ACT-12,Undergraduate,Officer,1,National
L2023-10060,Alum,ACT-05,Undergraduate,Officer,4,None
L2024-10061,Alum,ACT-21,High School,Member,1,State
L2024-10061,Alum,ACT-09,High School,Member,1,None
L2024-10061,Alum,ACT-12,High School,Member,2,None
L2024-10061,Alum,ACT-15,Undergraduate,Member,1,None
L2025-10062,Alum,ACT-06,High School,Member,2,None
L2025-10062,Alum,ACT-30,High School,Member,4,None
L2025-10062,Alum,ACT-12,High School,Member,1,State
L2025-10062,Alum,ACT-05,High School,Member,1,School
L2025-10062,Alum,ACT-23,High School,Member,2,State
L2025-10062,Alum,ACT-12,Undergraduate,Officer,1,State
L2025-10062,Alum,ACT-20,Undergraduate,President,4,None
L2019-10063,Alum,ACT-13,High School,Member,4,School
L2019-10063,Alum,ACT-12,High School,Member,3,None
L2019-10063,Alum,ACT-18,High School,Member,3,School
L2019-10063,Alum,ACT-30,High School,Officer,3,None
L2019-10063,Alum,ACT-25,High School,Founder,3,Regional
L2019-10063,Alum,ACT-15,High School,Member,3,None
L2019-10063,Alum,ACT-23,Undergraduate,Officer,1,None
L2019-10063,Alum,ACT-12,Undergraduate,Member,1,None
L2019-10063,Alum,ACT-20,Undergraduate,Member,2,None
L2020-10064,Alum,ACT-26,High School,Member,3,State
L2020-10064,Alum,ACT-15,High School,Member,2,School
L2020-10064,Alum,ACT-16,High School,Captain,1,None
L2020-10064,Alum,ACT-30,High School,Officer,4,State
L2020-10064,Alum,ACT-04,High School,Member,1,State
L2020-10064,Alum,ACT-16,Undergraduate,Captain,4,None
L2020-10064,Alum,ACT-04,Undergraduate,Officer,4,None
L2020-10064,Alum,ACT-23,Undergraduate,Member,4,Regional
L2021-10065,Alum,ACT-06,High School,Captain,4,None
L2021-10065,Alum,ACT-13,High School,Member,1,State
L2021-10065,Alum,ACT-14,High School,Officer,3,Regional
L2021-10065,Alum,ACT-31,High School,Officer,1,Regional
L2021-10065,Alum,ACT-21,Undergraduate,Member,2,State
L2021-10065,Alum,ACT-12,Undergraduate,Member,1,None
L2021-10065,Alum,ACT-09,Undergraduate,Member,4,None
L2022-10066,Alum,ACT-04,High School,Member,4,None
L2022-10066,Alum,ACT-12,High School,Member,2,None
L2022-10066,Alum,ACT-29,High School,Officer,2,School
L2022-10066,Alum,ACT-31,Undergraduate,Founder,1,Regional
L2022-10066,Alum,ACT-15,Undergraduate,Member,2,None
L2023-10067,Alum,ACT-23,High School,Officer,3,None
L2023-10067,Alum,ACT-26,High School,Member,3,National
L2023-10067,Alum,ACT-12,High School,Officer,3,None
L2023-10067,Alum,ACT-11,Undergraduate,Member,4,School
L2024-10068,Alum,ACT-06,High School,Member,3,None
L2024-10068,Alum,ACT-03,High School,Member,3,None
L2024-10068,Alum,ACT-27,High School,Member,4,School
L2024-10068,Alum,ACT-16,High School,Member,2,None
L2024-10068,Alum,ACT-06,Undergraduate,Member,4,None
L2025-10069,Alum,ACT-12,High School,Member,3,None
L2025-10069,Alum,ACT-05,High School,Captain,2,None
L2025-10069,Alum,ACT-30,High School,Member,4,State
L2025-10069,Alum,ACT-23,High School,Member,4,None
L2025-10069,Alum,ACT-20,High School,Member,1,Regional
L2025-10069,Alum,ACT-12,Undergraduate,Member,2,School
L2025-10069,Alum,ACT-20,Undergraduate,Member,2,State
L2019-10070,Alum,ACT-07,High School,Member,3,Regional
L2019-10070,Alum,ACT-04,High School,Member,1,School
L2019-10070,Alum,ACT-15,High School,Member,4,State
L2019-10070,Alum,ACT-04,Undergraduate,Member,3,School
L2019-10070,Alum,ACT-21,Undergraduate,Member,3,None
L2019-10070,Alum,ACT-10,Undergraduate,Founder,1,None
L2020-10071,Alum,ACT-01,High School,Captain,1,None
L2020-10071,Alum,ACT-12,High School,Member,3,School
L2020-10071,Alum,ACT-15,High School,Member,3,Regional
L2020-10071,Alum,ACT-17,High School,Member,2,None
L2020-10071,Alum,ACT-18,Undergraduate,Member,1,State
L2020-10071,Alum,ACT-08,Undergraduate,Member,3,None
L2021-10072,Alum,ACT-14,High School,Captain,1,School
L2021-10072,Alum,ACT-12,High School,Member,1,None
L2021-10072,Alum,ACT-03,High School,Member,1,Regional
L2021-10072,Alum,ACT-12,Undergraduate,Member,1,None
L2021-10072,Alum,ACT-13,Undergraduate,Member,2,None
L2022-10073,Alum,ACT-28,High School,Member,3,State
L2022-10073,Alum,ACT-23,High School,Officer,3,None
L2022-10073,Alum,ACT-12,High School,Member,1,School
L2022-10073,Alum,ACT-08,High School,Member,3,School
L2022-10073,Alum,ACT-15,Undergraduate,Officer,2,Regional
L2022-10073,Alum,ACT-21,Undergraduate,Member,1,School
L2023-10074,Alum,ACT-12,High School,Officer,1,Regional
L2023-10074,Alum,ACT-23,High School,Member,1,School
L2023-10074,Alum,ACT-04,High School,Member,1,None
L2023-10074,Alum,ACT-26,High School,Member,2,School
L2023-10074,Alum,ACT-06,Undergraduate,Captain,3,Regional
L2023-10074,Alum,ACT-15,Undergraduate,Member,3,None
L2024-10075,Alum,ACT-26,High School,Member,3,School
L2024-10075,Alum,ACT-12,High School,Captain,4,None
L2024-10075,Alum,ACT-18,High School,President,1,Regional
L2024-10075,Alum,ACT-07,High School,Captain,1,School
L2024-10075,Alum,ACT-08,Undergraduate,Member,3,None
L2024-10075,Alum,ACT-15,Undergraduate,Officer,4,None
L2025-10076,Alum,ACT-29,High School,Captain,1,Regional
L2025-10076,Alum,ACT-23,High School,Officer,2,School
L2025-10076,Alum,ACT-16,High School,Member,4,Regional
L2025-10076,Alum,ACT-11,Undergraduate,Officer,1,None
L2019-10077,Alum,ACT-13,High School,Member,1,School
L2019-10077,Alum,ACT-08,High School,Member,1,State
L2019-10077,Alum,ACT-15,High School,Officer,2,None
L2019-10077,Alum,ACT-26,High School,Member,3,Regional
L2019-10077,Alum,ACT-29,High School,Officer,1,None
L2019-10077,Alum,ACT-23,High School,Officer,4,None
L2019-10077,Alum,ACT-12,Undergraduate,Member,2,None
L2020-10078,Alum,ACT-01,High School,Captain,3,Regional
L2020-10078,Alum,ACT-12,High School,Member,4,State
L2020-10078,Alum,ACT-15,High School,Founder,1,None
L2020-10078,Alum,ACT-09,High School,Officer,4,Regional
L2020-10078,Alum,ACT-31,High School,Member,3,None
L2020-10078,Alum,ACT-07,High School,Member,2,National
L2020-10078,Alum,ACT-27,Undergraduate,Founder,4,None
L2020-10078,Alum,ACT-12,Undergraduate,Member,1,State
L2021-10079,Alum,ACT-23,High School,Member,1,Regional
L2021-10079,Alum,ACT-13,High School,Member,4,State
L2021-10079,Alum,ACT-01,High School,Member,2,State
L2021-10079,Alum,ACT-03,High School,President,4,School
L2021-10079,Alum,ACT-29,High School,Officer,3,School
L2021-10079,Alum,ACT-29,Undergraduate,Member,2,None
L2021-10079,Alum,ACT-02,Undergraduate,Member,3,None
L2021-10079,Alum,ACT-01,Undergraduate,Member,2,School
L2022-10080,Alum,ACT-08,High School,Member,4,None
L2022-10080,Alum,ACT-05,High School,Captain,3,None
L2022-10080,Alum,ACT-13,High School,Member,4,None
L2022-10080,Alum,ACT-06,High School,Member,3,None
L2022-10080,Alum,ACT-27,High School,Member,1,School
L2022-10080,Alum,ACT-12,Undergraduate,Officer,4,School
L2023-10081,Alum,ACT-15,High School,Officer,3,State
L2023-10081,Alum,ACT-24,High School,Member,3,School
L2023-10081,Alum,ACT-07,High School,Officer,4,None
L2023-10081,Alum,ACT-12,Undergraduate,Officer,2,None
L2024-10082,Alum,ACT-05,High School,Officer,2,None
L2024-10082,Alum,ACT-06,High School,President,1,None
L2024-10082,Alum,ACT-17,High School,President,2,Regional
L2024-10082,Alum,ACT-23,High School,Member,4,Regional
L2024-10082,Alum,ACT-07,Undergraduate,Captain,3,School
L2025-10083,Alum,ACT-21,High School,Captain,4,School
L2025-10083,Alum,ACT-04,High School,Member,3,National
L2025-10083,Alum,ACT-15,High School,Member,1,None
L2025-10083,Alum,ACT-23,High School,Captain,2,School
L2025-10083,Alum,ACT-10,Undergraduate,Officer,1,School
L2025-10083,Alum,ACT-06,Undergraduate,Member,4,State
L2025-10083,Alum,ACT-23,Undergraduate,Member,3,School
L2019-10084,Alum,ACT-25,High School,Member,3,None
L2019-10084,Alum,ACT-24,High School,Member,1,School
L2019-10084,Alum,ACT-23,High School,Member,3,State
L2019-10084,Alum,ACT-06,High School,Founder,2,Regional
L2019-10084,Alum,ACT-23,Undergraduate,Member,4,State
L2019-10084,Alum,ACT-03,Undergraduate,Member,1,Regional
L2020-10085,Alum,ACT-08,High School,Member,2,None
L2020-10085,Alum,ACT-12,High School,Member,2,Regional
L2020-10085,Alum,ACT-02,High School,Member,4,School
L2020-10085,Alum,ACT-06,High School,Captain,1,None
L2020-10085,Alum,ACT-23,High School,Member,2,None
L2020-10085,Alum,ACT-15,Undergraduate,Member,3,None
L2020-10085,Alum,ACT-16,Undergraduate,Member,1,National
L2021-10086,Alum,ACT-09,High School,Member,3,State
L2021-10086,Alum,ACT-23,High School,Officer,4,None
L2021-10086,Alum,ACT-12,High School,Member,2,None
L2021-10086,Alum,ACT-01,High School,Member,1,None
L2021-10086,Alum,ACT-04,Undergraduate,Member,1,None
L2021-10086,Alum,ACT-17,Undergraduate,Officer,3,School
L2021-10086,Alum,ACT-05,Undergraduate,Member,2,None
L2022-10087,Alum,ACT-29,High School,President,2,National
L2022-10087,Alum,ACT-12,High School,Member,1,None
L2022-10087,Alum,ACT-31,High School,Member,2,Regional
L2022-10087,Alum,ACT-01,High School,Officer,2,None
L2022-10087,Alum,ACT-12,Undergraduate,Member,3,None
L2022-10087,Alum,ACT-03,Undergraduate,Member,4,None
L2022-10087,Alum,ACT-23,Undergraduate,Founder,4,None
L2023-10088,Alum,ACT-08,High School,Member,1,State
L2023-10088,Alum,ACT-24,High School,Member,4,School
L2023-10088,Alum,ACT-12,High School,Officer,2,National
L2023-10088,Alum,ACT-30,High School,Member,1,School
L2023-10088,Alum,ACT-23,Undergraduate,Member,1,School
L2023-10088,Alum,ACT-38,Undergraduate,Member,4,Regional
L2024-10089,Alum,ACT-15,High School,Member,3,None
L2024-10089,Alum,ACT-12,High School,Officer,4,None
L2024-10089,Alum,ACT-02,High School,Member,3,State
L2024-10089,Alum,ACT-17,High School,Member,1,School
L2024-10089,Alum,ACT-01,High School,Member,2,None
L2024-10089,Alum,ACT-08,Undergraduate,Founder,1,Regional
L2024-10089,Alum,ACT-21,Undergraduate,Member,2,Regional
L2025-10090,Alum,ACT-05,High School,Officer,1,None
L2025-10090,Alum,ACT-15,High School,Member,4,State
L2025-10090,Alum,ACT-12,High School,Member,4,None
L2025-10090,Alum,ACT-02,High School,Member,2,School
L2025-10090,Alum,ACT-12,Undergraduate,Member,1,Regional
L2025-10090,Alum,ACT-28,Undergraduate,Member,3,State
L2025-10090,Alum,ACT-04,Undergraduate,Officer,4,None
L2019-10091,Alum,ACT-17,High School,Member,2,School
L2019-10091,Alum,ACT-15,High School,Member,4,None
L2019-10091,Alum,ACT-12,High School,Captain,1,None
L2019-10091,Alum,ACT-27,High School,Member,1,Regional
L2019-10091,Alum,ACT-05,High School,Member,2,None
L2019-10091,Alum,ACT-26,Undergraduate,Member,2,State
L2019-10091,Alum,ACT-16,Undergraduate,Founder,2,None
L2019-10091,Alum,ACT-23,Undergraduate,Member,4,School
L2020-10092,Alum,ACT-12,High School,Officer,2,School
L2020-10092,Alum,ACT-26,High School,Captain,4,None
L2020-10092,Alum,ACT-15,High School,Member,2,None
L2020-10092,Alum,ACT-21,High School,President,3,None
L2020-10092,Alum,ACT-03,Undergraduate,Member,4,State
L2020-10092,Alum,ACT-17,Undergraduate,Member,4,Regional
L2021-10093,Alum,ACT-23,High School,Member,4,School
L2021-10093,Alum,ACT-08,High School,President,2,Regional
L2021-10093,Alum,ACT-12,High School,Captain,4,None
L2021-10093,Alum,ACT-11,Undergraduate,Member,1,None
L2021-10093,Alum,ACT-12,Undergraduate,Member,2,None
L2021-10093,Alum,ACT-14,Undergraduate,Member,3,School
L2022-10094,Alum,ACT-17,High School,Member,3,Regional
L2022-10094,Alum,ACT-16,High School,Member,4,Regional
L2022-10094,Alum,ACT-01,High School,Founder,4,None
L2022-10094,Alum,ACT-12,High School,Member,3,None
L2022-10094,Alum,ACT-04,High School,Member,2,None
L2022-10094,Alum,ACT-20,Undergraduate,President,3,None
