person_id,person_type,club_id,relationship,interest_signal,signal_strength,club_role,years_active
A26-107522,Applicant,CLB-05,INTERESTED_IN,Info Session Topic,Explicit,,
A26-107522,Applicant,CLB-22,INTERESTED_IN,Portal Click,Explicit,,
A26-102337,Applicant,CLB-10,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-104565,Applicant,CLB-32,INTERESTED_IN,Essay Mention,Explicit,,
A26-101393,Applicant,CLB-02,INTERESTED_IN,Essay Mention,Explicit,,
A26-101393,Applicant,CLB-07,INTERESTED_IN,Essay Mention,Passive,,
A26-103583,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Sustained,,
A26-103583,Applicant,CLB-25,INTERESTED_IN,Essay Mention,Sustained,,
A26-103583,Applicant,CLB-29,INTERESTED_IN,Info Session Topic,Passive,,
A26-108330,Applicant,CLB-17,INTERESTED_IN,Application Checkbox,Explicit,,
A26-108330,Applicant,CLB-09,INTERESTED_IN,Portal Click,Passive,,
A26-102424,Applicant,CLB-40,INTERESTED_IN,Essay Mention,Sustained,,
A26-102424,Applicant,CLB-05,INTERESTED_IN,Application Checkbox,Explicit,,
A26-102424,Applicant,CLB-21,INTERESTED_IN,Portal Click,Sustained,,
A26-106066,Applicant,CLB-14,INTERESTED_IN,Counsellor Note,Passive,,
A26-106066,Applicant,CLB-23,INTERESTED_IN,Info Session Topic,Sustained,,
A26-106308,Applicant,CLB-40,INTERESTED_IN,Portal Click,Sustained,,
A26-106308,Applicant,CLB-09,INTERESTED_IN,Portal Click,Sustained,,
A26-106308,Applicant,CLB-23,INTERESTED_IN,Portal Click,Explicit,,
A26-103298,Applicant,CLB-14,INTERESTED_IN,Counsellor Note,Passive,,
A26-103298,Applicant,CLB-24,INTERESTED_IN,Application Checkbox,Passive,,
A26-102688,Applicant,CLB-23,INTERESTED_IN,Info Session Topic,Explicit,,
A26-102688,Applicant,CLB-39,INTERESTED_IN,Portal Click,Explicit,,
A26-105760,Applicant,CLB-28,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-105760,Applicant,CLB-21,INTERESTED_IN,Info Session Topic,Explicit,,
A26-100891,Applicant,CLB-11,INTERESTED_IN,Info Session Topic,Sustained,,
A26-100891,Applicant,CLB-10,INTERESTED_IN,Info Session Topic,Sustained,,
A26-100891,Applicant,CLB-27,INTERESTED_IN,Essay Mention,Sustained,,
A26-100891,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Passive,,
A26-106404,Applicant,CLB-17,INTERESTED_IN,Essay Mention,Passive,,
A26-106404,Applicant,CLB-38,INTERESTED_IN,Application Checkbox,Passive,,
A26-108110,Applicant,CLB-23,INTERESTED_IN,Essay Mention,Explicit,,
A26-108110,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-108077,Applicant,CLB-14,INTERESTED_IN,Portal Click,Explicit,,
A26-108077,Applicant,CLB-23,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-108077,Applicant,CLB-22,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-108077,Applicant,CLB-07,INTERESTED_IN,Portal Click,Passive,,
A26-104435,Applicant,CLB-10,INTERESTED_IN,Portal Click,Passive,,
A26-104435,Applicant,CLB-23,INTERESTED_IN,Portal Click,Explicit,,
A26-108165,Applicant,CLB-19,INTERESTED_IN,Info Session Topic,Explicit,,
A26-103573,Applicant,CLB-27,INTERESTED_IN,Essay Mention,Explicit,,
A26-100717,Applicant,CLB-36,INTERESTED_IN,Application Checkbox,Sustained,,
A26-106749,Applicant,CLB-08,INTERESTED_IN,Application Checkbox,Explicit,,
A26-106749,Applicant,CLB-23,INTERESTED_IN,Essay Mention,Passive,,
A26-100025,Applicant,CLB-35,INTERESTED_IN,Application Checkbox,Sustained,,
A26-100025,Applicant,CLB-09,INTERESTED_IN,Counsellor Note,Sustained,,
A26-105323,Applicant,CLB-17,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-105323,Applicant,CLB-13,INTERESTED_IN,Essay Mention,Passive,,
A26-106475,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-106475,Applicant,CLB-23,INTERESTED_IN,Essay Mention,Explicit,,
A26-106475,Applicant,CLB-39,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-106475,Applicant,CLB-37,INTERESTED_IN,Info Session Topic,Sustained,,
A26-105727,Applicant,CLB-15,INTERESTED_IN,Essay Mention,Sustained,,
A26-105727,Applicant,CLB-23,INTERESTED_IN,Portal Click,Sustained,,
A26-107390,Applicant,CLB-10,INTERESTED_IN,Portal Click,Passive,,
A26-101538,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-101538,Applicant,CLB-17,INTERESTED_IN,Essay Mention,Sustained,,
A26-104397,Applicant,CLB-14,INTERESTED_IN,Info Session Topic,Passive,,
A26-104397,Applicant,CLB-19,INTERESTED_IN,Counsellor Note,Passive,,
A26-101934,Applicant,CLB-39,INTERESTED_IN,Portal Click,Passive,,
A26-101934,Applicant,CLB-17,INTERESTED_IN,Application Checkbox,Explicit,,
A26-103174,Applicant,CLB-32,INTERESTED_IN,Application Checkbox,Passive,,
A26-103174,Applicant,CLB-37,INTERESTED_IN,Portal Click,Explicit,,
A26-107878,Applicant,CLB-04,INTERESTED_IN,Portal Click,Passive,,
A26-107878,Applicant,CLB-29,INTERESTED_IN,Info Session Topic,Passive,,
A26-107878,Applicant,CLB-01,INTERESTED_IN,Portal Click,Passive,,
A26-100853,Applicant,CLB-41,INTERESTED_IN,Portal Click,Sustained,,
A26-100853,Applicant,CLB-13,INTERESTED_IN,Application Checkbox,Explicit,,
A26-100853,Applicant,CLB-23,INTERESTED_IN,Portal Click,Passive,,
A26-106632,Applicant,CLB-01,INTERESTED_IN,Info Session Topic,Passive,,
A26-106632,Applicant,CLB-13,INTERESTED_IN,Info Session Topic,Passive,,
A26-104546,Applicant,CLB-14,INTERESTED_IN,Info Session Topic,Passive,,
A26-104546,Applicant,CLB-15,INTERESTED_IN,Application Checkbox,Passive,,
A26-107331,Applicant,CLB-13,INTERESTED_IN,Info Session Topic,Passive,,
A26-107331,Applicant,CLB-40,INTERESTED_IN,Application Checkbox,Sustained,,
A26-106339,Applicant,CLB-22,INTERESTED_IN,Application Checkbox,Passive,,
A26-106339,Applicant,CLB-23,INTERESTED_IN,Portal Click,Sustained,,
A26-106339,Applicant,CLB-14,INTERESTED_IN,Info Session Topic,Explicit,,
A26-106339,Applicant,CLB-02,INTERESTED_IN,Portal Click,Passive,,
A26-107179,Applicant,CLB-43,INTERESTED_IN,Application Checkbox,Passive,,
A26-107179,Applicant,CLB-04,INTERESTED_IN,Portal Click,Passive,,
A26-107179,Applicant,CLB-01,INTERESTED_IN,Application Checkbox,Passive,,
A26-104933,Applicant,CLB-15,INTERESTED_IN,Application Checkbox,Explicit,,
A26-107417,Applicant,CLB-39,INTERESTED_IN,Portal Click,Explicit,,
A26-107309,Applicant,CLB-05,INTERESTED_IN,Portal Click,Passive,,
A26-107309,Applicant,CLB-19,INTERESTED_IN,Essay Mention,Passive,,
A26-107309,Applicant,CLB-44,INTERESTED_IN,Portal Click,Passive,,
A26-102851,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-102851,Applicant,CLB-22,INTERESTED_IN,Info Session Topic,Passive,,
A26-100014,Applicant,CLB-11,INTERESTED_IN,Portal Click,Sustained,,
A26-100014,Applicant,CLB-39,INTERESTED_IN,Portal Click,Passive,,
A26-100014,Applicant,CLB-38,INTERESTED_IN,Portal Click,Passive,,
A26-100734,Applicant,CLB-29,INTERESTED_IN,Application Checkbox,Sustained,,
A26-100734,Applicant,CLB-28,INTERESTED_IN,Info Session Topic,Explicit,,
A26-100734,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Passive,,
A26-100734,Applicant,CLB-25,INTERESTED_IN,Portal Click,Passive,,
A26-101734,Applicant,CLB-39,INTERESTED_IN,Application Checkbox,Explicit,,
A26-101734,Applicant,CLB-44,INTERESTED_IN,Application Checkbox,Passive,,
A26-107338,Applicant,CLB-14,INTERESTED_IN,Essay Mention,Explicit,,
A26-102052,Applicant,CLB-04,INTERESTED_IN,Portal Click,Passive,,
A26-102052,Applicant,CLB-15,INTERESTED_IN,Essay Mention,Sustained,,
A26-102052,Applicant,CLB-29,INTERESTED_IN,Essay Mention,Passive,,
A26-106915,Applicant,CLB-02,INTERESTED_IN,Essay Mention,Passive,,
A26-106915,Applicant,CLB-39,INTERESTED_IN,Campus Visit Meeting,Sustained,,
A26-105496,Applicant,CLB-05,INTERESTED_IN,Portal Click,Passive,,
A26-105496,Applicant,CLB-24,INTERESTED_IN,Portal Click,Passive,,
A26-101017,Applicant,CLB-12,INTERESTED_IN,Application Checkbox,Passive,,
A26-101017,Applicant,CLB-10,INTERESTED_IN,Portal Click,Sustained,,
A26-101017,Applicant,CLB-44,INTERESTED_IN,Essay Mention,Explicit,,
A26-104624,Applicant,CLB-11,INTERESTED_IN,Info Session Topic,Passive,,
A26-104624,Applicant,CLB-09,INTERESTED_IN,Portal Click,Passive,,
A26-104624,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-108049,Applicant,CLB-22,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-108049,Applicant,CLB-24,INTERESTED_IN,Portal Click,Passive,,
A26-108049,Applicant,CLB-17,INTERESTED_IN,Info Session Topic,Passive,,
A26-104409,Applicant,CLB-19,INTERESTED_IN,Application Checkbox,Explicit,,
A26-102606,Applicant,CLB-09,INTERESTED_IN,Counsellor Note,Passive,,
A26-102606,Applicant,CLB-02,INTERESTED_IN,Portal Click,Explicit,,
A26-101796,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Sustained,,
A26-100489,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-100489,Applicant,CLB-02,INTERESTED_IN,Essay Mention,Sustained,,
A26-105231,Applicant,CLB-01,INTERESTED_IN,Portal Click,Passive,,
A26-105231,Applicant,CLB-39,INTERESTED_IN,Portal Click,Sustained,,
A26-108063,Applicant,CLB-01,INTERESTED_IN,Portal Click,Passive,,
A26-108063,Applicant,CLB-23,INTERESTED_IN,Portal Click,Sustained,,
A26-108063,Applicant,CLB-26,INTERESTED_IN,Info Session Topic,Sustained,,
A26-100347,Applicant,CLB-39,INTERESTED_IN,Portal Click,Explicit,,
A26-102104,Applicant,CLB-10,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-102104,Applicant,CLB-23,INTERESTED_IN,Info Session Topic,Passive,,
A26-103209,Applicant,CLB-17,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-103209,Applicant,CLB-07,INTERESTED_IN,Portal Click,Passive,,
A26-104654,Applicant,CLB-17,INTERESTED_IN,Portal Click,Passive,,
A26-104204,Applicant,CLB-26,INTERESTED_IN,Application Checkbox,Passive,,
A26-104204,Applicant,CLB-38,INTERESTED_IN,Info Session Topic,Sustained,,
A26-104204,Applicant,CLB-23,INTERESTED_IN,Info Session Topic,Explicit,,
A26-106249,Applicant,CLB-03,INTERESTED_IN,Essay Mention,Explicit,,
A26-100868,Applicant,CLB-14,INTERESTED_IN,Portal Click,Explicit,,
A26-100868,Applicant,CLB-09,INTERESTED_IN,Application Checkbox,Passive,,
A26-100868,Applicant,CLB-02,INTERESTED_IN,Portal Click,Explicit,,
A26-102583,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-102583,Applicant,CLB-24,INTERESTED_IN,Portal Click,Explicit,,
A26-103810,Applicant,CLB-07,INTERESTED_IN,Portal Click,Explicit,,
A26-103810,Applicant,CLB-36,INTERESTED_IN,Info Session Topic,Passive,,
A26-105356,Applicant,CLB-19,INTERESTED_IN,Info Session Topic,Passive,,
A26-105642,Applicant,CLB-40,INTERESTED_IN,Counsellor Note,Explicit,,
A26-105642,Applicant,CLB-05,INTERESTED_IN,Application Checkbox,Passive,,
A26-105642,Applicant,CLB-14,INTERESTED_IN,Counsellor Note,Passive,,
A26-105642,Applicant,CLB-08,INTERESTED_IN,Info Session Topic,Passive,,
A26-104003,Applicant,CLB-13,INTERESTED_IN,Application Checkbox,Explicit,,
A26-104003,Applicant,CLB-07,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-108228,Applicant,CLB-24,INTERESTED_IN,Essay Mention,Passive,,
A26-108228,Applicant,CLB-37,INTERESTED_IN,Portal Click,Passive,,
A26-102539,Applicant,CLB-07,INTERESTED_IN,Essay Mention,Passive,,
A26-106037,Applicant,CLB-05,INTERESTED_IN,Info Session Topic,Explicit,,
A26-106001,Applicant,CLB-17,INTERESTED_IN,Counsellor Note,Explicit,,
A26-103549,Applicant,CLB-17,INTERESTED_IN,Info Session Topic,Sustained,,
A26-103549,Applicant,CLB-14,INTERESTED_IN,Portal Click,Explicit,,
A26-103549,Applicant,CLB-24,INTERESTED_IN,Portal Click,Passive,,
A26-103549,Applicant,CLB-02,INTERESTED_IN,Portal Click,Passive,,
A26-102823,Applicant,CLB-02,INTERESTED_IN,Portal Click,Passive,,
A26-103044,Applicant,CLB-13,INTERESTED_IN,Info Session Topic,Passive,,
A26-103044,Applicant,CLB-41,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-105986,Applicant,CLB-17,INTERESTED_IN,Portal Click,Explicit,,
A26-105986,Applicant,CLB-02,INTERESTED_IN,Application Checkbox,Passive,,
A26-105704,Applicant,CLB-36,INTERESTED_IN,Portal Click,Passive,,
A26-105704,Applicant,CLB-11,INTERESTED_IN,Portal Click,Explicit,,
A26-103836,Applicant,CLB-17,INTERESTED_IN,Portal Click,Explicit,,
A26-107713,Applicant,CLB-44,INTERESTED_IN,Info Session Topic,Passive,,
A26-107713,Applicant,CLB-05,INTERESTED_IN,Portal Click,Sustained,,
A26-107713,Applicant,CLB-12,INTERESTED_IN,Essay Mention,Explicit,,
A26-107713,Applicant,CLB-39,INTERESTED_IN,Essay Mention,Explicit,,
A26-103446,Applicant,CLB-21,INTERESTED_IN,Essay Mention,Passive,,
A26-103446,Applicant,CLB-17,INTERESTED_IN,Essay Mention,Explicit,,
A26-101415,Applicant,CLB-23,INTERESTED_IN,Portal Click,Explicit,,
A26-107093,Applicant,CLB-01,INTERESTED_IN,Info Session Topic,Explicit,,
A26-107093,Applicant,CLB-14,INTERESTED_IN,Counsellor Note,Sustained,,
A26-107093,Applicant,CLB-36,INTERESTED_IN,Essay Mention,Explicit,,
A26-101249,Applicant,CLB-05,INTERESTED_IN,Portal Click,Passive,,
A26-101249,Applicant,CLB-33,INTERESTED_IN,Application Checkbox,Explicit,,
A26-103178,Applicant,CLB-07,INTERESTED_IN,Essay Mention,Explicit,,
A26-103178,Applicant,CLB-05,INTERESTED_IN,Portal Click,Passive,,
A26-108305,Applicant,CLB-24,INTERESTED_IN,Portal Click,Passive,,
A26-108305,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-105589,Applicant,CLB-17,INTERESTED_IN,Counsellor Note,Passive,,
A26-105589,Applicant,CLB-29,INTERESTED_IN,Essay Mention,Sustained,,
A26-105589,Applicant,CLB-39,INTERESTED_IN,Portal Click,Passive,,
A26-104008,Applicant,CLB-12,INTERESTED_IN,Essay Mention,Explicit,,
A26-104008,Applicant,CLB-14,INTERESTED_IN,Info Session Topic,Explicit,,
A26-108099,Applicant,CLB-10,INTERESTED_IN,Counsellor Note,Explicit,,
A26-108099,Applicant,CLB-17,INTERESTED_IN,Portal Click,Passive,,
A26-104477,Applicant,CLB-25,INTERESTED_IN,Info Session Topic,Passive,,
A26-104477,Applicant,CLB-02,INTERESTED_IN,Counsellor Note,Passive,,
A26-104477,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-104477,Applicant,CLB-22,INTERESTED_IN,Application Checkbox,Explicit,,
A26-105694,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Explicit,,
A26-107759,Applicant,CLB-02,INTERESTED_IN,Counsellor Note,Explicit,,
A26-107759,Applicant,CLB-14,INTERESTED_IN,Essay Mention,Passive,,
A26-107759,Applicant,CLB-17,INTERESTED_IN,Portal Click,Passive,,
A26-107759,Applicant,CLB-04,INTERESTED_IN,Portal Click,Sustained,,
A26-101856,Applicant,CLB-02,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-101515,Applicant,CLB-39,INTERESTED_IN,Info Session Topic,Passive,,
A26-101515,Applicant,CLB-17,INTERESTED_IN,Portal Click,Passive,,
A26-104593,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-106438,Applicant,CLB-23,INTERESTED_IN,Essay Mention,Explicit,,
A26-106438,Applicant,CLB-44,INTERESTED_IN,Essay Mention,Explicit,,
A26-101953,Applicant,CLB-22,INTERESTED_IN,Info Session Topic,Explicit,,
A26-101054,Applicant,CLB-19,INTERESTED_IN,Info Session Topic,Passive,,
A26-101054,Applicant,CLB-29,INTERESTED_IN,Info Session Topic,Passive,,
A26-107064,Applicant,CLB-24,INTERESTED_IN,Portal Click,Passive,,
A26-102383,Applicant,CLB-17,INTERESTED_IN,Essay Mention,Sustained,,
A26-102383,Applicant,CLB-05,INTERESTED_IN,Application Checkbox,Explicit,,
A26-102995,Applicant,CLB-17,INTERESTED_IN,Portal Click,Explicit,,
A26-102619,Applicant,CLB-11,INTERESTED_IN,Portal Click,Passive,,
A26-102619,Applicant,CLB-07,INTERESTED_IN,Portal Click,Explicit,,
A26-108182,Applicant,CLB-22,INTERESTED_IN,Portal Click,Explicit,,
A26-104764,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-104764,Applicant,CLB-03,INTERESTED_IN,Essay Mention,Passive,,
A26-103105,Applicant,CLB-28,INTERESTED_IN,Info Session Topic,Explicit,,
A26-103105,Applicant,CLB-23,INTERESTED_IN,Info Session Topic,Explicit,,
A26-103105,Applicant,CLB-09,INTERESTED_IN,Application Checkbox,Explicit,,
A26-103105,Applicant,CLB-36,INTERESTED_IN,Essay Mention,Explicit,,
A26-103875,Applicant,CLB-02,INTERESTED_IN,Portal Click,Passive,,
A26-103875,Applicant,CLB-08,INTERESTED_IN,Portal Click,Passive,,
A26-103875,Applicant,CLB-13,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-103875,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Passive,,
A26-103770,Applicant,CLB-38,INTERESTED_IN,Info Session Topic,Sustained,,
A26-103770,Applicant,CLB-08,INTERESTED_IN,Info Session Topic,Explicit,,
A26-103770,Applicant,CLB-07,INTERESTED_IN,Application Checkbox,Passive,,
A26-102591,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-102591,Applicant,CLB-12,INTERESTED_IN,Application Checkbox,Explicit,,
A26-102591,Applicant,CLB-10,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-102599,Applicant,CLB-08,INTERESTED_IN,Essay Mention,Explicit,,
A26-102599,Applicant,CLB-40,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-101174,Applicant,CLB-08,INTERESTED_IN,Application Checkbox,Explicit,,
A26-101687,Applicant,CLB-15,INTERESTED_IN,Essay Mention,Explicit,,
A26-105689,Applicant,CLB-04,INTERESTED_IN,Campus Visit Meeting,Sustained,,
A26-105689,Applicant,CLB-09,INTERESTED_IN,Portal Click,Explicit,,
A26-102543,Applicant,CLB-27,INTERESTED_IN,Application Checkbox,Explicit,,
A26-102543,Applicant,CLB-05,INTERESTED_IN,Application Checkbox,Passive,,
A26-101648,Applicant,CLB-41,INTERESTED_IN,Essay Mention,Sustained,,
A26-101648,Applicant,CLB-31,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-102015,Applicant,CLB-07,INTERESTED_IN,Portal Click,Passive,,
A26-106088,Applicant,CLB-17,INTERESTED_IN,Application Checkbox,Passive,,
A26-106088,Applicant,CLB-31,INTERESTED_IN,Portal Click,Sustained,,
A26-106088,Applicant,CLB-28,INTERESTED_IN,Portal Click,Passive,,
A26-107703,Applicant,CLB-11,INTERESTED_IN,Essay Mention,Passive,,
A26-100660,Applicant,CLB-19,INTERESTED_IN,Application Checkbox,Explicit,,
A26-100660,Applicant,CLB-21,INTERESTED_IN,Portal Click,Sustained,,
A26-100399,Applicant,CLB-33,INTERESTED_IN,Portal Click,Passive,,
A26-100399,Applicant,CLB-05,INTERESTED_IN,Portal Click,Passive,,
A26-107245,Applicant,CLB-10,INTERESTED_IN,Portal Click,Passive,,
A26-107669,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-107669,Applicant,CLB-23,INTERESTED_IN,Info Session Topic,Passive,,
A26-107669,Applicant,CLB-33,INTERESTED_IN,Essay Mention,Explicit,,
A26-107669,Applicant,CLB-21,INTERESTED_IN,Info Session Topic,Sustained,,
A26-108399,Applicant,CLB-37,INTERESTED_IN,Info Session Topic,Explicit,,
A26-108399,Applicant,CLB-17,INTERESTED_IN,Info Session Topic,Explicit,,
A26-108399,Applicant,CLB-08,INTERESTED_IN,Application Checkbox,Explicit,,
A26-101610,Applicant,CLB-04,INTERESTED_IN,Portal Click,Sustained,,
A26-101610,Applicant,CLB-44,INTERESTED_IN,Application Checkbox,Sustained,,
A26-100657,Applicant,CLB-21,INTERESTED_IN,Info Session Topic,Passive,,
A26-100657,Applicant,CLB-09,INTERESTED_IN,Application Checkbox,Explicit,,
A26-107773,Applicant,CLB-17,INTERESTED_IN,Essay Mention,Passive,,
A26-101882,Applicant,CLB-18,INTERESTED_IN,Portal Click,Explicit,,
A26-101882,Applicant,CLB-24,INTERESTED_IN,Portal Click,Passive,,
A26-102214,Applicant,CLB-01,INTERESTED_IN,Portal Click,Passive,,
A26-104169,Applicant,CLB-25,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-104169,Applicant,CLB-39,INTERESTED_IN,Essay Mention,Explicit,,
A26-104169,Applicant,CLB-01,INTERESTED_IN,Essay Mention,Passive,,
A26-106173,Applicant,CLB-05,INTERESTED_IN,Info Session Topic,Explicit,,
A26-106173,Applicant,CLB-39,INTERESTED_IN,Application Checkbox,Explicit,,
A26-107003,Applicant,CLB-23,INTERESTED_IN,Essay Mention,Passive,,
A26-107003,Applicant,CLB-04,INTERESTED_IN,Application Checkbox,Passive,,
A26-100809,Applicant,CLB-05,INTERESTED_IN,Info Session Topic,Sustained,,
A26-100809,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Explicit,,
A26-106517,Applicant,CLB-28,INTERESTED_IN,Portal Click,Passive,,
A26-105488,Applicant,CLB-21,INTERESTED_IN,Counsellor Note,Passive,,
A26-105829,Applicant,CLB-44,INTERESTED_IN,Application Checkbox,Sustained,,
A26-100632,Applicant,CLB-21,INTERESTED_IN,Info Session Topic,Passive,,
A26-100632,Applicant,CLB-08,INTERESTED_IN,Essay Mention,Passive,,
A26-104960,Applicant,CLB-23,INTERESTED_IN,Portal Click,Explicit,,
A26-101950,Applicant,CLB-14,INTERESTED_IN,Portal Click,Explicit,,
A26-101950,Applicant,CLB-04,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-100502,Applicant,CLB-23,INTERESTED_IN,Portal Click,Explicit,,
A26-100502,Applicant,CLB-17,INTERESTED_IN,Info Session Topic,Passive,,
A26-100502,Applicant,CLB-22,INTERESTED_IN,Portal Click,Explicit,,
A26-103820,Applicant,CLB-22,INTERESTED_IN,Application Checkbox,Explicit,,
A26-103820,Applicant,CLB-23,INTERESTED_IN,Campus Visit Meeting,Sustained,,
A26-105398,Applicant,CLB-13,INTERESTED_IN,Essay Mention,Explicit,,
A26-105398,Applicant,CLB-41,INTERESTED_IN,Essay Mention,Passive,,
A26-102158,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Sustained,,
A26-100579,Applicant,CLB-44,INTERESTED_IN,Application Checkbox,Explicit,,
A26-104532,Applicant,CLB-14,INTERESTED_IN,Essay Mention,Sustained,,
A26-104532,Applicant,CLB-03,INTERESTED_IN,Counsellor Note,Sustained,,
A26-104532,Applicant,CLB-24,INTERESTED_IN,Application Checkbox,Passive,,
A26-100565,Applicant,CLB-19,INTERESTED_IN,Essay Mention,Explicit,,
A26-100565,Applicant,CLB-39,INTERESTED_IN,Counsellor Note,Passive,,
A26-100565,Applicant,CLB-11,INTERESTED_IN,Portal Click,Explicit,,
A26-102072,Applicant,CLB-11,INTERESTED_IN,Counsellor Note,Passive,,
A26-101493,Applicant,CLB-13,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-105365,Applicant,CLB-17,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-105365,Applicant,CLB-10,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-105365,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Passive,,
A26-102343,Applicant,CLB-11,INTERESTED_IN,Essay Mention,Passive,,
A26-102343,Applicant,CLB-26,INTERESTED_IN,Info Session Topic,Explicit,,
A26-102343,Applicant,CLB-05,INTERESTED_IN,Application Checkbox,Sustained,,
A26-102811,Applicant,CLB-39,INTERESTED_IN,Info Session Topic,Explicit,,
A26-102811,Applicant,CLB-40,INTERESTED_IN,Counsellor Note,Passive,,
A26-103046,Applicant,CLB-26,INTERESTED_IN,Portal Click,Passive,,
A26-100166,Applicant,CLB-14,INTERESTED_IN,Portal Click,Sustained,,
A26-100166,Applicant,CLB-22,INTERESTED_IN,Portal Click,Explicit,,
A26-100166,Applicant,CLB-10,INTERESTED_IN,Portal Click,Passive,,
A26-105373,Applicant,CLB-09,INTERESTED_IN,Portal Click,Passive,,
A26-105373,Applicant,CLB-02,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-105373,Applicant,CLB-10,INTERESTED_IN,Portal Click,Passive,,
A26-102486,Applicant,CLB-39,INTERESTED_IN,Portal Click,Passive,,
A26-102486,Applicant,CLB-15,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-104677,Applicant,CLB-05,INTERESTED_IN,Application Checkbox,Sustained,,
A26-104677,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Passive,,
A26-104677,Applicant,CLB-02,INTERESTED_IN,Counsellor Note,Explicit,,
A26-104677,Applicant,CLB-07,INTERESTED_IN,Portal Click,Passive,,
A26-102314,Applicant,CLB-11,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-102314,Applicant,CLB-40,INTERESTED_IN,Portal Click,Explicit,,
A26-102314,Applicant,CLB-09,INTERESTED_IN,Counsellor Note,Explicit,,
A26-107858,Applicant,CLB-39,INTERESTED_IN,Campus Visit Meeting,Sustained,,
A26-105526,Applicant,CLB-15,INTERESTED_IN,Essay Mention,Explicit,,
A26-107137,Applicant,CLB-22,INTERESTED_IN,Essay Mention,Explicit,,
A26-107137,Applicant,CLB-30,INTERESTED_IN,Application Checkbox,Passive,,
A26-101156,Applicant,CLB-09,INTERESTED_IN,Application Checkbox,Passive,,
A26-107043,Applicant,CLB-19,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-107078,Applicant,CLB-13,INTERESTED_IN,Info Session Topic,Passive,,
A26-107078,Applicant,CLB-04,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-107078,Applicant,CLB-41,INTERESTED_IN,Campus Visit Meeting,Sustained,,
A26-105737,Applicant,CLB-10,INTERESTED_IN,Info Session Topic,Passive,,
A26-105737,Applicant,CLB-21,INTERESTED_IN,Application Checkbox,Passive,,
A26-102145,Applicant,CLB-25,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-107832,Applicant,CLB-07,INTERESTED_IN,Portal Click,Sustained,,
A26-107832,Applicant,CLB-29,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-107832,Applicant,CLB-39,INTERESTED_IN,Application Checkbox,Explicit,,
A26-102305,Applicant,CLB-14,INTERESTED_IN,Counsellor Note,Explicit,,
